id,x,y,邏輯樹,AbrahamsonEtAl2014,BooreAtkinson2008,CampbellBozorgnia2008,ChiouYoungs2008,LinLee2008SInter
1,120.03597,23.07208,0.089952902,0.366934323,0.40033699,0.245883985,0.45123243,0.05965389
2,120.03604,23.08107,0.079230038,0.263235372,0.359257127,0.266252355,0.363255215,0.077007085
3,120.03611,23.09006,0.087095358,0.3114861,0.383145863,0.20623184,0.42931142,0.06745194
4,120.03618,23.09906,0.080616296,0.251237406,0.38107986,0.210952841,0.26925371,0.082663982
5,120.04567,23.06308,0.094033973,0.352810772,0.463612868,0.255110548,0.413551922,0.054435924
6,120.04574,23.07208,0.084902493,0.361201917,0.332463588,0.241511433,0.270303093,0.070880754
7,120.04581,23.08107,0.067862726,0.238923796,0.288694566,0.278823842,0.287287452,0.050129659
8,120.04588,23.09006,0.082960738,0.288504447,0.299812378,0.207000497,0.334835365,0.076046203
9,120.04595,23.09906,0.097988449,0.33186976,0.39945329,0.232452799,0.309408574,0.078601675
10,120.04603,23.10805,0.086496915,0.279471925,0.376573746,0.240527423,0.303689426,0.053499149
11,120.0461,23.11704,0.081276982,0.331336197,0.265620205,0.165525319,0.268983723,0.072005676
12,120.05538,23.05409,0.076027025,0.35315714,0.264148069,0.194411833,0.401933256,0.070064858
13,120.05545,23.06308,0.089591144,0.431809394,0.338058218,0.25421922,0.345578428,0.089004251
14,120.05552,23.07208,0.109553167,0.267885029,0.626820663,0.291216213,0.401140739,0.091034542
15,120.05559,23.08107,0.087439598,0.357350774,0.297688492,0.199491816,0.290726384,0.077772398
16,120.05566,23.09006,0.092030519,0.279722416,0.38325768,0.260154349,0.318077436,0.111420046
17,120.05573,23.09906,0.081716512,0.320118061,0.258373417,0.210931052,0.372094096,0.089868791
18,120.0558,23.10805,0.098402579,0.286327843,0.440187226,0.187773036,0.255664872,0.103139945
19,120.05587,23.11704,0.073400504,0.249853587,0.269657432,0.239282858,0.291357647,0.061415419
20,120.05595,23.12604,0.08607012,0.291231517,0.344004955,0.168947577,0.278894995,0.086544121
21,120.05602,23.13503,0.090191898,0.279695871,0.325526067,0.207469306,0.226678783,0.070979493
22,120.06508,23.0451,0.088454333,0.330256008,0.427129884,0.246430522,0.436674829,0.108437702
23,120.06515,23.05409,0.083067945,0.353823411,0.307634898,0.217839558,0.46570203,0.070512988
24,120.06522,23.06308,0.088436216,0.260261605,0.420625126,0.283946314,0.437622114,0.067136472
25,120.06529,23.07208,0.080713932,0.30389414,0.307837215,0.32335298,0.359968702,0.087095777
26,120.06537,23.08107,0.083708034,0.27935072,0.311605497,0.187441263,0.313676539,0.073805634
27,120.06544,23.09006,0.098986367,0.38246811,0.326223226,0.186380622,0.333733317,0.084032252
28,120.06551,23.09906,0.117375015,0.414485134,0.40942853,0.28225795,0.321324342,0.071744131
29,120.06558,23.10805,0.088285658,0.329649353,0.27394623,0.202718506,0.306441468,0.068536468
30,120.06565,23.11704,0.102153011,0.292713206,0.375478389,0.19526242,0.300086232,0.091022394
31,120.06573,23.12604,0.079786952,0.288034048,0.25397432,0.190419375,0.252385268,0.06557099
32,120.0658,23.13503,0.072859442,0.238915249,0.246305072,0.235728522,0.225609294,0.068369526
33,120.06587,23.14402,0.089997439,0.290842362,0.303293661,0.161264825,0.194679312,0.072889876
34,120.06594,23.15302,0.071520414,0.16795451,0.288349193,0.160598412,0.216506868,0.08473457
35,120.06601,23.16201,0.067371725,0.228605323,0.195777192,0.14559519,0.264715794,0.082087876
36,120.06609,23.171,0.078260924,0.265620791,0.230133711,0.231674436,0.19336471,0.062180617
37,120.07485,23.0451,0.083211131,0.308884467,0.363778163,0.290746102,0.395873986,0.06728906
38,120.07492,23.05409,0.084986482,0.275119917,0.352443396,0.255281729,0.439631525,0.060877446
39,120.075,23.06308,0.084416054,0.277731757,0.370884897,0.245887326,0.36756651,0.089157803
40,120.07507,23.07208,0.076808777,0.25692926,0.262857863,0.202656777,0.273522307,0.067607849
41,120.07514,23.08107,0.0915443,0.293625665,0.301572949,0.19789975,0.340331367,0.070103115
42,120.07521,23.09006,0.086276016,0.350553514,0.215355757,0.221960786,0.304950131,0.071450292
43,120.07529,23.09906,0.081547489,0.289683149,0.237021171,0.215431934,0.252577082,0.075082956
44,120.07536,23.10805,0.070894374,0.235740076,0.19843184,0.202754557,0.29950476,0.068385892
45,120.07543,23.11704,0.068540191,0.174203449,0.23198175,0.227737755,0.309266925,0.064842659
46,120.0755,23.12604,0.096611822,0.275538048,0.303676518,0.204818314,0.303664555,0.067283533
47,120.07558,23.13503,0.090482012,0.262094864,0.293172583,0.178324234,0.239770205,0.09401881
48,120.07565,23.14402,0.079875092,0.212141849,0.295788748,0.152010112,0.267966272,0.079132776
49,120.07572,23.15302,0.077367777,0.182195251,0.290847981,0.166822367,0.239828328,0.079783556
50,120.0758,23.16201,0.077432582,0.175067901,0.287086872,0.154939277,0.211896759,0.079091698
51,120.07587,23.171,0.07094067,0.146054514,0.251237818,0.162559412,0.235207052,0.067901996
52,120.07594,23.18,0.081844314,0.161095714,0.309908165,0.231568873,0.176387652,0.073735603
53,120.07601,23.18899,0.060589343,0.130017146,0.182714199,0.130226137,0.170128524,0.08544568
54,120.07609,23.19798,0.076863533,0.15877213,0.206431376,0.143176219,0.208424453,0.065709263
55,120.08455,23.0361,0.105356544,0.308111762,0.513555701,0.259395242,0.343587945,0.073650415
56,120.08462,23.0451,0.085046033,0.322902768,0.308932411,0.308379823,0.538137391,0.089628157
57,120.0847,23.05409,0.077623497,0.322382323,0.2426424,0.266373436,0.41964169,0.096091628
58,120.08477,23.06308,0.077124588,0.21850403,0.317662836,0.330653396,0.377859236,0.09953275
59,120.08484,23.07208,0.10728607,0.342936987,0.360456795,0.227134673,0.296409899,0.076548892
60,120.08492,23.08107,0.06929362,0.245290838,0.198086558,0.201177046,0.309401794,0.095736521
61,120.08499,23.09006,0.085190583,0.291043499,0.232542005,0.209423958,0.288142718,0.075531102
62,120.08506,23.09906,0.098938786,0.279775745,0.328789848,0.316107206,0.29632784,0.075233557
63,120.08514,23.10805,0.09315177,0.223345611,0.371836224,0.230243188,0.254248088,0.079351661
64,120.08521,23.11704,0.078588916,0.23294871,0.263795225,0.221064095,0.277849073,0.075288459
65,120.08528,23.12604,0.089877949,0.258150242,0.276923297,0.160218279,0.240365508,0.050245444
66,120.08536,23.13503,0.09436885,0.246297088,0.298974827,0.16927602,0.293503603,0.068300893
67,120.08543,23.14402,0.072869948,0.259709094,0.167167359,0.139717449,0.223760595,0.071148672
68,120.0855,23.15302,0.077434472,0.199020376,0.225526159,0.195860465,0.261039959,0.060377553
69,120.08558,23.16201,0.087361358,0.194295635,0.280483112,0.224583256,0.191445328,0.061894077
70,120.08565,23.171,0.074963848,0.172139063,0.223529174,0.168449509,0.17652603,0.065349699
71,120.08572,23.18,0.077484553,0.181488311,0.20663965,0.135001565,0.211455371,0.072189599
72,120.0858,23.18899,0.104398246,0.192581909,0.287946551,0.22939247,0.240881772,0.078809432
73,120.08587,23.19798,0.093588537,0.1378726,0.289773962,0.152444649,0.217629215,0.062461106
74,120.08595,23.20698,0.07760923,0.116979923,0.228506259,0.104991791,0.176958779,0.05969914
75,120.08602,23.21597,0.075868615,0.126886984,0.213969691,0.140755817,0.19950805,0.055675051
76,120.08609,23.22496,0.09452813,0.138873626,0.272238812,0.153831295,0.168420207,0.068403294
77,120.08617,23.23396,0.080607404,0.100941523,0.275994945,0.156564172,0.158255276,0.074358878
78,120.08624,23.24295,0.067695803,0.108438744,0.211417743,0.141285744,0.202134523,0.073480187
79,120.09432,23.0361,0.096174244,0.251880713,0.420846789,0.336383492,0.454992197,0.078227983
80,120.0944,23.0451,0.107142445,0.374323347,0.382087179,0.310927321,0.367353295,0.096786661
81,120.09447,23.05409,0.104875355,0.316449714,0.417673126,0.247452609,0.389481708,0.075000946
82,120.09454,23.06308,0.107587195,0.343237032,0.336575149,0.242656083,0.337250223,0.083807759
83,120.09462,23.07208,0.098702237,0.322367463,0.295495851,0.255874763,0.315014124,0.086712676
84,120.09469,23.08107,0.084333551,0.245642961,0.285661467,0.211919495,0.386975034,0.073067565
85,120.09477,23.09006,0.080797597,0.240576616,0.234134447,0.268057121,0.305977166,0.076284705
86,120.09484,23.09906,0.097509552,0.235328526,0.341818884,0.168437671,0.306538273,0.074126606
87,120.09491,23.10805,0.083096211,0.251879594,0.224772841,0.223362124,0.225806256,0.08582361
88,120.09499,23.11704,0.093314425,0.246542267,0.317135929,0.238882987,0.27953324,0.063067501
89,120.09506,23.12604,0.112637529,0.276871523,0.391708894,0.170847664,0.263179041,0.076373859
90,120.09514,23.13503,0.08408906,0.20509364,0.269065637,0.245409595,0.225846956,0.079077004
91,120.09521,23.14402,0.077857256,0.164700899,0.242157449,0.187680412,0.279306516,0.070317327
92,120.09528,23.15302,0.093984858,0.213619861,0.300753255,0.150324439,0.285290209,0.09480289
93,120.09536,23.16201,0.085489025,0.207821163,0.234193232,0.131142946,0.23403674,0.076773909
94,120.09543,23.171,0.076078118,0.140626674,0.239148218,0.141498596,0.198704063,0.06506033
95,120.09551,23.18,0.08795868,0.161445506,0.270421152,0.176579677,0.157763666,0.063639114
96,120.09558,23.18899,0.079956493,0.125932424,0.24339955,0.172721579,0.196430063,0.056060461
97,120.09566,23.19798,0.087079131,0.138079834,0.252066842,0.174959474,0.180415452,0.074361542
98,120.09573,23.20698,0.082465084,0.115654361,0.252894427,0.182978067,0.175300581,0.079148407
99,120.0958,23.21597,0.080719751,0.116088592,0.238528819,0.150161985,0.190949968,0.051900375
100,120.09588,23.22496,0.088592979,0.118164277,0.288884809,0.133459944,0.15958241,0.075436974
101,120.09595,23.23396,0.078430573,0.120515671,0.241190824,0.172820539,0.160137842,0.057622798
102,120.09603,23.24295,0.076819934,0.117905352,0.191397747,0.120488988,0.187044818,0.063078449
103,120.0961,23.25194,0.074176642,0.091589155,0.23050791,0.154035884,0.149770778,0.060734157
104,120.09618,23.26093,0.061875237,0.096263193,0.165595554,0.125007276,0.172256014,0.057148845
105,120.09625,23.26993,0.070306607,0.092110501,0.228905163,0.153743364,0.163015374,0.053569158
106,120.09633,23.27892,0.061200245,0.097269115,0.151281844,0.143879632,0.136109241,0.047933755
107,120.0964,23.28791,0.076893734,0.106324419,0.224924519,0.113529308,0.130143058,0.052541135
108,120.09648,23.29691,0.059540015,0.088006181,0.170747551,0.105449814,0.163038122,0.06940076
109,120.10402,23.02711,0.103446279,0.303095791,0.414141969,0.260764468,0.323833297,0.059970261
110,120.1041,23.0361,0.09269273,0.268462332,0.361568546,0.293611528,0.356174533,0.071286473
111,120.10417,23.0451,0.11974122,0.333407556,0.467904459,0.296115891,0.404404813,0.08973729
112,120.10424,23.05409,0.09668459,0.301816305,0.329789209,0.257083967,0.341569304,0.097226948
113,120.10432,23.06308,0.097560059,0.261328235,0.374182363,0.243906797,0.318380064,0.11425862
114,120.10439,23.07208,0.083212404,0.311163379,0.224090299,0.213266008,0.294274324,0.099377313
115,120.10447,23.08107,0.108683212,0.29112559,0.371460656,0.200790372,0.318016887,0.085256719
116,120.10454,23.09006,0.091098329,0.267336698,0.252861939,0.189091064,0.298212543,0.079384235
117,120.10462,23.09906,0.084450822,0.211467795,0.284902118,0.209119742,0.214890969,0.068602781
118,120.10469,23.10805,0.089299536,0.251296703,0.274870363,0.219026852,0.24808397,0.06149843
119,120.10477,23.11704,0.103524425,0.284900431,0.285735777,0.202738506,0.225535475,0.093567193
120,120.10484,23.12604,0.0880833,0.202285113,0.285904568,0.258591551,0.265802042,0.070289154
121,120.10492,23.13503,0.07990459,0.211766479,0.20576514,0.219533314,0.239209903,0.086886607
122,120.10499,23.14402,0.095088264,0.289488736,0.179385862,0.181187515,0.228418763,0.072564779
123,120.10507,23.15302,0.08808653,0.180609491,0.269921191,0.167119378,0.212870659,0.060340741
124,120.10514,23.16201,0.08293498,0.181139582,0.206508755,0.15828516,0.250704207,0.094640219
125,120.10522,23.171,0.091786968,0.143522485,0.266210577,0.160080688,0.228152928,0.064503248
126,120.10529,23.18,0.084012861,0.137876583,0.239684725,0.1544952,0.222583082,0.088541416
127,120.10537,23.18899,0.085161744,0.126707093,0.241943324,0.171453012,0.213647659,0.085062703
128,120.10544,23.19798,0.075566284,0.145699012,0.180630306,0.154353969,0.213284276,0.083760812
129,120.10552,23.20698,0.101818573,0.130305935,0.332674746,0.143902159,0.171342011,0.063003122
130,120.10559,23.21597,0.09126033,0.093907284,0.315491922,0.120119474,0.193353643,0.066066563
131,120.10567,23.22496,0.092953264,0.124634358,0.277364284,0.141557749,0.153213537,0.065713156
132,120.10574,23.23396,0.080460174,0.113183422,0.234214913,0.131186849,0.134765523,0.06240707
133,120.10582,23.24295,0.07718051,0.113549975,0.217441035,0.174126688,0.170708278,0.087076025
134,120.10589,23.25194,0.071521145,0.092199462,0.212195364,0.139657778,0.198549145,0.064165881
135,120.10597,23.26093,0.068517164,0.078739228,0.21082168,0.16311719,0.135217655,0.057361136
136,120.10604,23.26993,0.075279571,0.091349816,0.250002177,0.126249787,0.122139113,0.065805734
137,120.10612,23.27892,0.071260337,0.096433528,0.198902155,0.120580256,0.110818157,0.071545108
138,120.10619,23.28791,0.079199494,0.128165501,0.184278354,0.108417514,0.167090647,0.081032192
139,120.10627,23.29691,0.069202833,0.076542358,0.235000598,0.132014751,0.141916298,0.056304342
140,120.11372,23.01812,0.091940739,0.391481084,0.273522133,0.324589117,0.486304837,0.085978599
141,120.11379,23.02711,0.089277392,0.283336934,0.320284919,0.264874923,0.392586955,0.07502052
142,120.11387,23.0361,0.107203245,0.425514483,0.29297488,0.345875093,0.427026415,0.105327635
143,120.11394,23.0451,0.10581439,0.265916766,0.429205476,0.33999915,0.40461714,0.067954225
144,120.11402,23.05409,0.115140896,0.25801096,0.50261039,0.32164637,0.384681693,0.103780331
145,120.11409,23.06308,0.136972806,0.408896849,0.474802229,0.250532417,0.378520308,0.085510695
146,120.11417,23.07208,0.102496211,0.36208915,0.291416216,0.213398737,0.351215637,0.066150364
147,120.11424,23.08107,0.094042562,0.25428275,0.235712207,0.213962236,0.361399623,0.092185222
148,120.11432,23.09006,0.086007436,0.274701391,0.226147742,0.226453213,0.275555777,0.082739799
149,120.11439,23.09906,0.089380156,0.245599739,0.258325762,0.199001751,0.269934587,0.098479391
150,120.11447,23.10805,0.10410331,0.301735319,0.260740274,0.214093085,0.303252631,0.068642384
151,120.11454,23.11704,0.108926861,0.25626325,0.312473147,0.225030655,0.213428852,0.072946842
152,120.11462,23.12604,0.097836811,0.208209715,0.27514542,0.161011509,0.240966193,0.092083311
153,120.1147,23.13503,0.088304716,0.126593755,0.300244997,0.215862648,0.262565717,0.085988496
154,120.11477,23.14402,0.115872768,0.237562153,0.303109767,0.193428466,0.259362335,0.076600439
155,120.11485,23.15302,0.076384453,0.113457893,0.229102986,0.193326765,0.215267068,0.056892366
156,120.11492,23.16201,0.085122266,0.133755992,0.241493145,0.193553297,0.186038747,0.087846969
157,120.115,23.171,0.099030481,0.161643979,0.262332163,0.149819429,0.223782688,0.072999109
158,120.11507,23.18,0.079817049,0.138957346,0.185551356,0.200800161,0.18883281,0.09034018
159,120.11515,23.18899,0.108231931,0.14251592,0.301540197,0.182745463,0.215753512,0.069458671
160,120.11522,23.19798,0.072664119,0.096995716,0.209662295,0.175241803,0.178618066,0.083837856
161,120.1153,23.20698,0.080940134,0.115765368,0.233156922,0.223180752,0.198371548,0.054262404
162,120.11538,23.21597,0.087647526,0.112092774,0.267872337,0.120606562,0.129402469,0.072153523
163,120.11545,23.22496,0.08430299,0.133552294,0.240301032,0.16428259,0.236982043,0.079000004
164,120.11553,23.23396,0.070387813,0.100724394,0.174547341,0.13933975,0.158315901,0.07847445
165,120.1156,23.24295,0.052997722,0.070513527,0.1489607,0.143547528,0.182841781,0.066663453
166,120.11568,23.25194,0.082767844,0.10995232,0.227946071,0.108980768,0.190404394,0.074708732
167,120.11576,23.26093,0.095081356,0.109460683,0.276311511,0.161786104,0.165361027,0.055192289
168,120.11583,23.26993,0.066564679,0.087293255,0.179740454,0.137757327,0.163430782,0.057668735
169,120.11591,23.27892,0.088578034,0.106116146,0.262200082,0.11790945,0.204369657,0.065750718
170,120.11598,23.28791,0.089842983,0.115750638,0.236854037,0.137392836,0.151940338,0.078665571
171,120.11606,23.29691,0.065837507,0.110173701,0.142541417,0.157621185,0.161758866,0.059782188
172,120.11614,23.3059,0.069024221,0.084137175,0.204171049,0.113664332,0.09722256,0.073288086
173,120.11621,23.31489,0.07038925,0.100033264,0.198023615,0.121606731,0.109410867,0.059280293
174,120.11629,23.32389,0.063424901,0.107832357,0.146527814,0.103581521,0.123711143,0.059927295
175,120.11636,23.33288,0.081678953,0.097351386,0.238280001,0.11226149,0.104833181,0.062195672
176,120.12341,23.00912,0.086266636,0.268888789,0.347699547,0.314511061,0.522158067,0.090643625
177,120.12349,23.01812,0.107102781,0.338351226,0.400719148,0.310787858,0.521000558,0.086057168
178,120.12357,23.02711,0.096668604,0.299131928,0.32670557,0.26627616,0.466881108,0.081219492
179,120.12364,23.0361,0.099024059,0.411131865,0.229987168,0.268352926,0.397677535,0.098313669
180,120.12372,23.0451,0.093630332,0.303539138,0.268404567,0.24318472,0.43465471,0.057616764
181,120.12379,23.05409,0.092642245,0.269024699,0.286929269,0.288067104,0.299209876,0.08967266
182,120.12387,23.06308,0.097135819,0.308237113,0.271567855,0.186681625,0.326127496,0.066137146
183,120.12394,23.07208,0.11790853,0.347784159,0.362067111,0.200832325,0.294576156,0.086477713
184,120.12402,23.08107,0.102927724,0.281246768,0.289327139,0.245387795,0.274728778,0.108418257
185,120.1241,23.09006,0.100476055,0.262029725,0.280525147,0.224587817,0.271650379,0.082012764
186,120.12417,23.09906,0.117525851,0.298439286,0.320970722,0.187557133,0.264102042,0.097950138
187,120.12425,23.10805,0.092951775,0.20486391,0.263955253,0.207924821,0.274827073,0.09165574
188,120.12432,23.11704,0.099205824,0.218979006,0.266360504,0.215787353,0.261279515,0.076822461
189,120.1244,23.12604,0.110676678,0.203505749,0.31133004,0.195888483,0.230073132,0.070147777
190,120.12448,23.13503,0.089572427,0.187141869,0.225717624,0.195802937,0.256736962,0.074230181
191,120.12455,23.14402,0.099256182,0.212238913,0.201179895,0.177642347,0.256223191,0.075434689
192,120.12463,23.15302,0.096703533,0.189942051,0.21055053,0.180843998,0.257403821,0.081815453
193,120.1247,23.16201,0.087010489,0.14623359,0.212543338,0.150265161,0.238304168,0.072595522
194,120.12478,23.171,0.101324008,0.165784349,0.263200025,0.181556533,0.175904325,0.11585985
195,120.12486,23.18,0.086058466,0.134634674,0.209250942,0.15790393,0.190859685,0.090154619
196,120.12493,23.18899,0.081873916,0.126847247,0.19935059,0.158083466,0.206694359,0.067216527
197,120.12501,23.19798,0.085140452,0.122610206,0.229309566,0.176372799,0.193018685,0.062027138
198,120.12509,23.20698,0.087376519,0.11189377,0.254017538,0.180609029,0.150841476,0.073310281
199,120.12516,23.21597,0.060216639,0.096684523,0.139797803,0.105572648,0.171060057,0.084079802
200,120.12524,23.22496,0.079651797,0.105618885,0.204507226,0.138978885,0.211779146,0.09795581
201,120.12531,23.23396,0.079393028,0.091612264,0.240815818,0.150782897,0.164176698,0.061450308
202,120.12539,23.24295,0.064499061,0.075767621,0.189434921,0.151283139,0.161439485,0.071170028
203,120.12547,23.25194,0.0885914,0.118588715,0.233764473,0.116251348,0.12592378,0.066664372
204,120.12554,23.26093,0.074014991,0.112386011,0.173996772,0.116228929,0.176409511,0.084686981
205,120.12562,23.26993,0.076062869,0.09536374,0.218410255,0.108550276,0.166964999,0.095388476
206,120.1257,23.27892,0.079653202,0.100717622,0.216975571,0.129872203,0.09627151,0.053129886
207,120.12577,23.28791,0.070524818,0.101544015,0.180913145,0.13056116,0.167620973,0.074856658
208,120.12585,23.29691,0.078475925,0.090855247,0.246138463,0.112435818,0.148144859,0.069553896
209,120.12593,23.3059,0.07701582,0.080504491,0.232771894,0.113212154,0.140096321,0.066460104
210,120.126,23.31489,0.07703585,0.08635158,0.251721952,0.137391128,0.12595639,0.055938683
211,120.12608,23.32389,0.083145083,0.108243354,0.243880068,0.09207163,0.143411544,0.04906615
212,120.12616,23.33288,0.066807122,0.072854296,0.205214149,0.104698854,0.167340342,0.078245398
213,120.13318,23.00912,0.104781052,0.316156323,0.34863611,0.342414676,0.453938019,0.08310827
214,120.13326,23.01812,0.115170313,0.34342002,0.353372172,0.316485418,0.52293998,0.089532771
215,120.13334,23.02711,0.111728226,0.322552683,0.363843893,0.268565109,0.422712097,0.098862647
216,120.13341,23.0361,0.087912363,0.243162747,0.277108359,0.262760484,0.38754068,0.110679822
217,120.13349,23.0451,0.100629208,0.300843286,0.318092655,0.21464614,0.317416652,0.071463067
218,120.13357,23.05409,0.105476411,0.322590724,0.296403084,0.278258088,0.37014356,0.069553517
219,120.13364,23.06308,0.114697207,0.298923392,0.391675627,0.305113855,0.253436189,0.102462941
220,120.13372,23.07208,0.100536147,0.318879411,0.266127444,0.206749307,0.369535536,0.082437332
221,120.1338,23.08107,0.093000373,0.236689456,0.255322991,0.276044834,0.297743818,0.08923195
222,120.13387,23.09006,0.094143062,0.171255028,0.314265015,0.21951545,0.265562601,0.083640398
223,120.13395,23.09906,0.099796564,0.182834688,0.30016249,0.186602888,0.362567659,0.067387412
224,120.13403,23.10805,0.095767194,0.169986033,0.288073589,0.204823093,0.299461283,0.082266565
225,120.1341,23.11704,0.095769333,0.191880818,0.251496597,0.178694788,0.289004129,0.060244248
226,120.13418,23.12604,0.097432579,0.166085967,0.246753474,0.200671725,0.189012922,0.097168901
227,120.13426,23.13503,0.103965429,0.140652421,0.270832654,0.20196379,0.215502956,0.077487194
228,120.13433,23.14402,0.076158141,0.12488912,0.188006124,0.183326974,0.280630381,0.091535046
229,120.13441,23.15302,0.085853378,0.155746965,0.159105051,0.16663911,0.176817027,0.057106941
230,120.13449,23.16201,0.09969324,0.113902627,0.298471905,0.193864092,0.204744036,0.126672
231,120.13456,23.171,0.106327321,0.153118246,0.295227771,0.224348812,0.152625837,0.102991635
232,120.13464,23.18,0.094886166,0.104257616,0.286438844,0.174470501,0.208197033,0.062300077
233,120.13472,23.18899,0.090904024,0.139172216,0.219252922,0.129955324,0.213404854,0.084116491
234,120.13479,23.19798,0.079234489,0.110073413,0.213015721,0.136265888,0.153129866,0.067088017
235,120.13487,23.20698,0.081976844,0.100280684,0.248140948,0.19069526,0.170951161,0.063307429
236,120.13495,23.21597,0.078802735,0.110345362,0.199272068,0.145708197,0.235661335,0.059800186
237,120.13502,23.22496,0.083207918,0.10698975,0.235775727,0.140979963,0.123249294,0.056735721
238,120.1351,23.23396,0.096118492,0.137780147,0.253977947,0.107314403,0.144536487,0.058399353
239,120.13518,23.24295,0.073900244,0.104908077,0.191621564,0.149605273,0.196676403,0.071312332
240,120.13526,23.25194,0.071262461,0.093171959,0.213916972,0.116992602,0.115324953,0.081908453
241,120.13533,23.26093,0.068391859,0.087104049,0.19465104,0.129469953,0.139784461,0.059308348
242,120.13541,23.26993,0.069311724,0.089092631,0.165261301,0.130289076,0.170965106,0.070818721
243,120.13549,23.27892,0.073483689,0.099624521,0.187628747,0.145046663,0.145752658,0.074976676
244,120.13557,23.28791,0.072093556,0.104376891,0.179657491,0.122750863,0.146299096,0.060825101
245,120.13564,23.29691,0.068533242,0.088578792,0.165459262,0.165079972,0.125259631,0.065834164
246,120.13572,23.3059,0.072204493,0.070784904,0.239964973,0.128546357,0.092859344,0.067209999
247,120.1358,23.31489,0.087972077,0.123647549,0.234931144,0.122073259,0.109047956,0.05830422
248,120.13588,23.32389,0.065625142,0.085176926,0.180371128,0.118645727,0.124778897,0.083989077
249,120.14288,23.00013,0.102709553,0.2743132,0.374307348,0.321615373,0.444069212,0.093756666
250,120.14296,23.00912,0.091539109,0.264850986,0.304189585,0.264745075,0.443887547,0.104346242
251,120.14303,23.01812,0.086384847,0.260887687,0.270352948,0.257568827,0.414486834,0.071789802
252,120.14311,23.02711,0.121554839,0.366379149,0.372972423,0.219244193,0.375941738,0.094917298
253,120.14319,23.0361,0.105524394,0.342128183,0.285652058,0.274676946,0.363878028,0.076337399
254,120.14326,23.0451,0.108301492,0.304293978,0.323061243,0.230315978,0.497199443,0.090799484
255,120.14334,23.05409,0.100444394,0.265110544,0.294315507,0.281438789,0.373244777,0.105003573
256,120.14342,23.06308,0.100126867,0.346651286,0.220186343,0.204927303,0.341253605,0.107026125
257,120.14349,23.07208,0.103016583,0.26559149,0.270034747,0.263436179,0.261220768,0.076926537
258,120.14357,23.08107,0.129727747,0.186960647,0.405273105,0.211923502,0.309407155,0.070243122
259,120.14365,23.09006,0.108492776,0.202071333,0.316372274,0.251408896,0.243260652,0.115878998
260,120.14373,23.09906,0.102700089,0.242059574,0.233142491,0.228952602,0.281973724,0.055676434
261,120.1438,23.10805,0.102567569,0.213249934,0.235473062,0.189725243,0.227847066,0.080954122
262,120.14388,23.11704,0.086701114,0.16684466,0.189464485,0.194445769,0.232756162,0.084072946
263,120.14396,23.12604,0.084442826,0.146700735,0.192858534,0.187107813,0.235884476,0.080888099
264,120.14403,23.13503,0.118256451,0.111051382,0.411526987,0.148504296,0.213186554,0.082588277
265,120.14411,23.14402,0.094630361,0.123961381,0.2449967,0.174327639,0.229483804,0.084620881
266,120.14419,23.15302,0.100354315,0.120471795,0.296993798,0.187309891,0.192866614,0.079514434
267,120.14427,23.16201,0.119139413,0.155305522,0.326074492,0.175365686,0.182708487,0.065258386
268,120.14434,23.171,0.114767349,0.161455621,0.279033518,0.16721561,0.170423866,0.082961718
269,120.14442,23.18,0.097385649,0.162022542,0.197295224,0.159674938,0.241312752,0.079417101
270,120.1445,23.18899,0.101124963,0.123120358,0.277069086,0.171780095,0.13156704,0.073288593
271,120.14458,23.19798,0.095068958,0.126016065,0.235609568,0.229474002,0.162777852,0.070133872
272,120.14466,23.20698,0.098206494,0.14216581,0.230697772,0.167424838,0.208719707,0.080257553
273,120.14473,23.21597,0.099024509,0.126304518,0.260722297,0.143772422,0.160156768,0.062403763
274,120.14481,23.22496,0.093513563,0.113812059,0.243172703,0.119528615,0.168303151,0.093303046
275,120.14489,23.23396,0.068267331,0.090768545,0.163245637,0.132703936,0.188107763,0.094900948
276,120.14497,23.24295,0.07797178,0.11922687,0.177417767,0.140473692,0.166966376,0.077116119
277,120.14504,23.25194,0.094904017,0.094917267,0.290601451,0.142768503,0.168762464,0.060083064
278,120.14512,23.26093,0.089862161,0.118379222,0.229688612,0.131624127,0.119492219,0.063725863
279,120.1452,23.26993,0.081047667,0.10415811,0.194268975,0.091253268,0.120980866,0.07133516
280,120.14528,23.27892,0.071339187,0.085625903,0.191869958,0.124144561,0.140293983,0.057837217
281,120.14536,23.28791,0.076027006,0.091681144,0.206736022,0.12453939,0.14257504,0.074203344
282,120.14543,23.29691,0.080403224,0.112996326,0.212757044,0.105661053,0.146032896,0.05972055
283,120.14551,23.3059,0.071814252,0.109742084,0.129060556,0.11187044,0.113164886,0.072847728
284,120.14559,23.31489,0.075062849,0.10793707,0.180621166,0.119673549,0.182917985,0.067082803
285,120.15249,22.98215,0.102854077,0.269131759,0.410387604,0.36461238,0.596367669,0.107525204
286,120.15257,22.99114,0.114437705,0.346308905,0.372303285,0.268113342,0.512451951,0.079857615
287,120.15265,23.00013,0.116950354,0.314294048,0.387497763,0.284135489,0.414965187,0.0803989
288,120.15273,23.00912,0.099038924,0.337810729,0.279812247,0.261009855,0.410048008,0.098884702
289,120.1528,23.01812,0.100699447,0.361388825,0.233515231,0.242321843,0.341106812,0.08427213
290,120.15288,23.02711,0.104974795,0.271774881,0.396729031,0.294980718,0.414346802,0.107437785
